,Temperature
2004-01-01,8.22379840137515
2004-01-02,8.18065070175546
2004-01-03,8.299903385813685
2004-01-04,8.433397544302627
2004-01-05,8.383627393769087
2004-01-06,8.39265151605377
2004-01-07,8.481895930592637
2004-01-08,8.406006008241263
2004-01-09,8.304957841082349
2004-01-10,8.338768935785087
2004-01-11,8.356101282631512
2004-01-12,8.364371397437147
2004-01-13,8.52050840796498
2004-01-14,8.636267387576257
2004-01-15,8.797021186642576
2004-01-16,8.841445997284724
2004-01-17,8.816856123761475
2004-01-18,8.542561154249277
2004-01-19,8.519931849037768
2004-01-20,8.480934254716122
2004-01-21,8.5672532988758
2004-01-22,8.608417938976793
2004-01-23,8.925109118950115
2004-01-24,9.149556229754234
2004-01-25,9.325712920398288
2004-01-26,9.551698266006147
2004-01-27,9.82165661323366
2004-01-28,9.907678222656305
2004-01-29,9.924406470322076
2004-01-30,9.982852842749674
2004-01-31,9.878161323361331
2004-02-01,9.909137111756912
2004-02-02,10.02152397341849
2004-02-03,10.152143971513004
2004-02-04,10.192859035585034
2004-02-05,10.3910132431403
2004-02-06,10.439472328744337
2004-02-07,10.43164628191698
2004-02-08,10.440987489281689
2004-02-09,10.571778683546166
2004-02-10,10.657119378811027
2004-02-11,10.989782417111327
2004-02-12,11.381913347942117
2004-02-13,11.729726205221077
2004-02-14,11.907490204601793
2004-02-15,12.066772609803772
2004-02-16,12.042643477277096
2004-02-17,11.995619313309868
2004-02-18,11.991543653534716
2004-02-19,12.000195312500033
2004-02-20,12.021072908727163
2004-02-21,12.174390690501175
2004-02-22,12.324503679973356
2004-02-23,12.481192686499652
2004-02-24,12.662520990139134
2004-02-25,12.819763481326255
2004-02-26,12.947707459984786
2004-02-27,13.124579452886838
2004-02-28,13.29062872165589
2004-02-29,13.181091308593773
2004-03-01,13.559629561261458
2004-03-02,13.717984678687142
2004-03-03,13.870740788157418
2004-03-04,13.8596027653392
2004-03-05,13.784078905059092
2004-03-06,13.903333710461148
2004-03-07,13.981313417016024
2004-03-08,14.147100234613196
2004-03-09,14.484429633908167
2004-03-10,14.839910590939414
2004-03-11,15.102292093416546
2004-03-12,15.3053667766292
2004-03-13,15.367531529868526
2004-03-14,15.502066561070885
2004-03-15,15.720039628191694
2004-03-16,15.885025694312114
2004-03-17,16.07443356397675
2004-03-18,16.382187261814018
2004-03-19,16.4780106707317
2004-03-20,16.62729953672827
2004-03-21,16.8160872296589
2004-03-22,16.904189095846018
2004-03-23,16.983932569550287
2004-03-24,17.091179824456916
2004-03-25,17.128768251000366
2004-03-26,17.21624979158726
2004-03-27,17.56865919159678
2004-03-28,17.7449861852134
2004-03-29,17.96852938024007
2004-03-30,18.204804657726733
2004-03-31,18.46112075433496
2004-04-01,18.45188747499045
2004-04-02,18.546069038205005
2004-04-03,18.667372242997303
2004-04-04,18.85696366472939
2004-04-05,19.030116085889826
2004-04-06,19.189795815072365
2004-04-07,19.425860446836847
2004-04-08,19.55588006740658
2004-04-09,19.60654579720841
2004-04-10,19.6917705256764
2004-04-11,19.906015982278916
2004-04-12,20.090486852134102
2004-04-13,20.268598454172974
2004-04-14,20.551586467463757
2004-04-15,20.750950362042644
2004-04-16,20.91081498308876
2004-04-17,21.07596539753236
2004-04-18,21.24355334770386
2004-04-19,21.420912282059806
2004-04-20,21.44501506526293
2004-04-21,21.55964593654723
2004-04-22,21.628009479801804
2004-04-23,21.76389338795729
2004-04-24,21.836660841034654
2004-04-25,22.159162865615453
2004-04-26,22.420261885480166
2004-04-27,22.709648913871938
2004-04-28,22.967891488424154
2004-04-29,23.17212866806402
2004-04-30,23.302121343845275
2004-05-01,23.33331700766959
2004-05-02,23.34533468106898
2004-05-03,23.465336646103278
2004-05-04,23.509540985851753
2004-05-05,23.60964251262386
2004-05-06,23.849195229134917
2004-05-07,24.11910906535824
2004-05-08,24.347397073885297
2004-05-09,24.558948200504968
2004-05-10,24.693115383241253
2004-05-11,24.790316549161602
2004-05-12,24.901587211794993
2004-05-13,24.96055595584034
2004-05-14,25.080565364186384
2004-05-15,25.30489219107282
2004-05-16,25.477894108469926
2004-05-17,25.67157190834607
2004-05-18,25.873335228896757
2004-05-19,25.96357972680072
2004-05-20,26.012205244855224
2004-05-21,26.145252209174963
2004-05-22,26.258302269912388
2004-05-23,26.32297765220088
2004-05-24,26.537962973990137
2004-05-25,26.709352372332365
2004-05-26,26.74498171922642
2004-05-27,26.772536263814835
2004-05-28,26.8333691108518
2004-05-29,26.843876982898294
2004-05-30,26.990819568168874
2004-05-31,27.17877063286019
2004-06-01,27.420126417206607
2004-06-02,27.759754906631155
2004-06-03,28.07306607874434
2004-06-04,28.205530529487486
2004-06-05,28.29868000309648
2004-06-06,28.464240544016832
2004-06-07,28.497003024961955
2004-06-08,28.548077094845723
2004-06-09,28.71225511504389
2004-06-10,28.871587092702054
2004-06-11,28.77098775724092
2004-06-12,28.779539378096484
2004-06-13,28.833975591892216
2004-06-14,28.83139633550883
2004-06-15,28.8337335353945
2004-06-16,28.968059856135742
2004-06-17,29.093237751286274
2004-06-18,29.084422786061428
2004-06-19,29.06593761909306
2004-06-20,29.18465531512012
2004-06-21,29.288714301876983
2004-06-22,29.349444431211964
2004-06-23,29.463234952601066
2004-06-24,29.56076332650541
2004-06-25,29.58486506764489
2004-06-26,29.50068433808125
2004-06-27,29.397703142864025
2004-06-28,29.327804193264175
2004-06-29,29.262670749571335
2004-06-30,29.202150819359826
2004-07-01,29.180174590320192
2004-07-02,29.19946631454847
2004-07-03,29.1991520579269
2004-07-04,29.16033176329085
2004-07-05,29.046975782441002
2004-07-06,29.004845744807618
2004-07-07,28.92843106897873
2004-07-08,28.887144358565237
2004-07-09,28.81203464415022
2004-07-10,28.71920270221996
2004-07-11,28.57466534870433
2004-07-12,28.447045005240152
2004-07-13,28.28787960889869
2004-07-14,28.17796422446652
2004-07-15,28.098898240996633
2004-07-16,28.084561380525976
2004-07-17,28.085279362376205
2004-07-18,28.090148628048844
2004-07-19,28.066021133050747
2004-07-20,28.083768816692135
2004-07-21,28.066160322980245
2004-07-22,28.054015666682602
2004-07-23,28.01576538085944
2004-07-24,27.990881943121245
2004-07-25,27.954412841796938
2004-07-26,27.8859282702935
2004-07-27,27.815575427543884
2004-07-28,27.767194496713092
2004-07-29,27.822877762957376
2004-07-30,27.83877146651111
2004-07-31,27.88719020936553
2004-08-01,27.875890964415074
2004-08-02,27.8602198158823
2004-08-03,27.802386325743196
2004-08-04,27.78690066453893
2004-08-05,27.73948006978855
2004-08-06,27.762376589891446
2004-08-07,27.777072664586566
2004-08-08,27.743679884003488
2004-08-09,27.726349323551887
2004-08-10,27.72362030773634
2004-08-11,27.67943189667498
2004-08-12,27.64039916992193
2004-08-13,27.593639094655163
2004-08-14,27.4880141839749
2004-08-15,27.423340885813698
2004-08-16,27.39965209960943
2004-08-17,27.402316656345327
2004-08-18,27.34161049447414
2004-08-19,27.34639475752673
2004-08-20,27.319261950981378
2004-08-21,27.237538556354856
2004-08-22,27.146273282679164
2004-08-23,27.169647663395633
2004-08-24,27.143058814072077
2004-08-25,27.168446164014913
2004-08-26,27.19382264672261
2004-08-27,27.2209492008861
2004-08-28,27.223868616615903
2004-08-29,27.251078387004622
2004-08-30,27.24139776462467
2004-08-31,27.228394299018724
2004-09-01,27.16624666539639
2004-09-02,27.047352562881148
2004-09-03,26.896098364853327
2004-09-04,26.722303585889907
2004-09-05,26.574459764434113
2004-09-06,26.48134899604615
2004-09-07,26.41921580244859
2004-09-08,26.363176894769477
2004-09-09,26.32688896365286
2004-09-10,26.209338081173815
2004-09-11,26.076492681735935
2004-09-12,26.00963298518487
2004-09-13,25.981380853420387
2004-09-14,25.926131829982886
2004-09-15,25.905433766434868
2004-09-16,25.8869173375572
2004-09-17,25.820652212747746
2004-09-18,25.68442144626528
2004-09-19,25.596596173542334
2004-09-20,25.504727396150944
2004-09-21,25.37528314357853
2004-09-22,25.165606838319388
2004-09-23,24.89487140934644
2004-09-24,24.597284382145595
2004-09-25,24.358751548208854
2004-09-26,24.100866550352524
2004-09-27,23.864534108231712
2004-09-28,23.763771466511056
2004-09-29,23.567894912347565
2004-09-30,23.32593398675686
2004-10-01,23.139708281726367
2004-10-02,23.049644656297627
2004-10-03,22.851649586747325
2004-10-04,22.69609047494282
2004-10-05,22.57244069169206
2004-10-06,22.388007782726735
2004-10-07,22.08849948790013
2004-10-08,21.798560612376118
2004-10-09,21.49432000881285
2004-10-10,21.149877483088762
2004-10-11,20.788664431688222
2004-10-12,20.528569514576937
2004-10-13,20.206252828458418
2004-10-14,19.89125634170155
2004-10-15,19.634316197837226
2004-10-16,19.378613876714894
2004-10-17,19.10824004382618
2004-10-18,18.927226741139442
2004-10-19,18.68568844678922
2004-10-20,18.32552683760477
2004-10-21,18.08720822217984
2004-10-22,17.806259527438986
2004-10-23,17.48188223489898
2004-10-24,17.270213206221396
2004-10-25,17.14017691263336
2004-10-26,16.93263892197026
2004-10-27,16.680694728944356
2004-10-28,16.51342713891006
2004-10-29,16.40483964129192
2004-10-30,16.255135140767923
2004-10-31,16.04637302305641
2004-11-01,15.916701600609764
2004-11-02,15.75583942692455
2004-11-03,15.552868354611288
2004-11-04,15.289524580792687
2004-11-05,15.119130204363573
2004-11-06,14.956461390053361
2004-11-07,14.793899759432168
