Unnamed: 0,Temperature
1979-01-01,9.5111022949219
1979-01-02,10.235986328125025
1979-01-03,10.6625915527344
1979-01-04,9.479638671875025
1979-01-05,9.404687500000025
1979-01-06,10.509851074218775
1979-01-07,10.552697753906275
1979-01-08,8.987573242187525
1979-01-09,9.722192382812525
1979-01-10,9.885888671875025
1979-01-11,9.633264160156275
1979-01-12,11.600000000000026
1979-01-13,12.54424438476565
1979-01-14,15.113916015625026
1979-01-15,13.399560546875026
1979-01-16,15.579003906250026
1979-01-17,11.582421875000026
1979-01-18,11.173303222656275
1979-01-19,11.279199218750026
1979-01-20,10.515771484375025
1979-01-21,11.375146484375026
1979-01-22,7.904534912109398
1979-01-23,9.487817382812525
1979-01-24,8.679986572265648
1979-01-25,14.249902343750026
1979-01-26,12.740625000000026
1979-01-27,12.681176757812526
1979-01-28,14.0360046386719
1979-01-29,10.489770507812525
1979-01-30,7.798181152343773
1979-01-31,7.676568603515648
1979-02-01,8.751123046875023
1979-02-02,7.333215332031273
1979-02-03,7.590631103515648
1979-02-04,6.647058105468773
1979-02-05,12.015649414062526
1979-02-06,11.973352050781275
1979-02-07,10.202661132812525
1979-02-08,10.8760925292969
1979-02-09,11.249230957031275
1979-02-10,11.478356933593775
1979-02-11,12.467797851562526
1979-02-12,11.926477050781275
1979-02-13,14.214257812500026
1979-02-14,16.719964599609398
1979-02-15,16.713464355468773
1979-02-16,13.864770507812526
1979-02-17,15.863854980468775
1979-02-18,16.820031738281273
1979-02-19,14.945397949218775
1979-02-20,8.769738769531273
1979-02-21,9.14458618164065
1979-02-22,9.9702087402344
1979-02-23,11.033044433593775
1979-02-24,12.924584960937526
1979-02-25,10.656213378906275
1979-02-26,10.390161132812525
1979-02-27,11.082849121093775
1979-02-28,11.540612792968775
1979-03-01,12.9531188964844
1979-03-02,14.526391601562526
1979-03-03,16.175134277343773
1979-03-04,14.6667419433594
1979-03-05,17.858850097656273
1979-03-06,13.894677734375026
1979-03-07,9.832971191406275
1979-03-08,6.013940429687523
1979-03-09,8.360375976562523
1979-03-10,11.044519042968775
1979-03-11,12.251306152343775
1979-03-12,12.331079101562526
1979-03-13,12.59124145507815
1979-03-14,13.532495117187526
1979-03-15,18.016168212890648
1979-03-16,18.959558105468773
1979-03-17,14.34234008789065
1979-03-18,15.7392517089844
1979-03-19,13.593652343750026
1979-03-20,12.777978515625026
1979-03-21,14.309899902343775
1979-03-22,15.915673828125026
1979-03-23,17.635278320312523
1979-03-24,17.758813476562523
1979-03-25,16.425958251953148
1979-03-26,16.265466308593773
1979-03-27,15.55486450195315
1979-03-28,17.466485595703148
1979-03-29,19.769067382812523
1979-03-30,17.685235595703148
1979-03-31,16.691094970703148
1979-04-01,16.120019531250026
1979-04-02,18.380609130859398
1979-04-03,18.909082031250023
1979-04-04,15.933129882812526
1979-04-05,17.810388183593773
1979-04-06,18.161706542968773
1979-04-07,19.656457519531273
1979-04-08,21.159936523437523
1979-04-09,21.788781738281273
1979-04-10,21.708764648437523
1979-04-11,25.465844726562523
1979-04-12,24.077081298828148
1979-04-13,25.281457519531273
1979-04-14,23.415277099609398
1979-04-15,20.118615722656273
1979-04-16,21.060754394531273
1979-04-17,20.756738281250023
1979-04-18,22.673547363281273
1979-04-19,17.520318603515648
1979-04-20,18.191888427734398
1979-04-21,20.942468261718773
1979-04-22,21.084252929687523
1979-04-23,22.502832031250023
1979-04-24,25.207910156250023
1979-04-25,23.945764160156273
1979-04-26,25.469262695312523
1979-04-27,25.965844726562523
1979-04-28,28.776055908203148
