,Temperature
1979-01-01,1.2873038935467491
1979-01-02,2.0553356263695637
1979-01-03,2.362688166920714
1979-01-04,1.0462411275723973
1979-01-05,1.0210601062309372
1979-01-06,2.117199558165005
1979-01-07,2.070801823313637
1979-01-08,0.5815672339462612
1979-01-09,1.417234541730176
1979-01-10,1.5471197360899378
1979-01-11,1.2771628775247628
1979-01-12,3.2356286025628798
1979-01-13,4.023735976800671
1979-01-14,6.477648628048769
1979-01-15,4.60253936023245
1979-01-16,6.737557908965302
1979-01-17,2.765565751238551
1979-01-18,2.630742068406999
1979-01-19,2.7592673697122585
1979-01-20,2.034837229658903
1979-01-21,2.8078931854992266
1979-01-22,-0.7038830268673948
1979-01-23,0.5627082638624099
1979-01-24,-0.46956965748858615
1979-01-25,4.924189423351738
1979-01-26,3.1889267339938794
1979-01-27,2.859520144578866
1979-01-28,4.128326416015597
1979-01-29,0.5653640374904487
1979-01-30,-2.184671690405901
1979-01-31,-2.2015927198456833
1979-02-01,-1.1580140648818897
1979-02-02,-2.688308641387218
1979-02-03,-2.5615128679973562
1979-02-04,-3.545800930116261
1979-02-05,1.6246361709222263
1979-02-06,1.5338797220369393
1979-02-07,-0.22898514910445478
1979-02-08,0.43510504001521255
1979-02-09,0.6774522734851107
1979-02-10,0.8212375547827495
1979-02-11,1.4780154344511995
1979-02-12,0.5445637028391594
1979-02-13,2.4845316072789494
1979-02-14,4.812474395007605
1979-02-15,4.6466917456650005
1979-02-16,1.8221270305354302
1979-02-17,3.868235667158908
1979-02-18,4.8284880847465566
1979-02-19,2.9452026367187436
1979-02-20,-3.2513341391958903
1979-02-21,-3.0298045088605257
1979-02-22,-2.3542949397389563
1979-02-23,-1.4481482529058756
1979-02-24,0.2620639707983923
1979-02-25,-2.163550102419981
1979-02-26,-2.557546327172261
1979-02-27,-2.0417303317930617
1979-02-28,-1.7500159286871142
1979-03-01,-0.6065106647770566
1979-03-02,0.8084069228753847
1979-03-03,2.3043934891863547
1979-03-04,0.8071391780202006
1979-03-05,4.074771192597181
1979-03-06,-0.008655976086121342
1979-03-07,-4.148342225609749
1979-03-08,-8.133159804925674
1979-03-09,-6.1240536573456446
1979-03-10,-3.795391547970638
1979-03-11,-2.8509859410727696
1979-03-12,-2.974287675066673
1979-03-13,-2.7762900747903743
1979-03-14,-1.9695714438833587
1979-03-15,2.2961285846989536
1979-03-16,3.0745324111566585
1979-03-17,-1.7320934760860993
1979-03-18,-0.6429355528296163
1979-03-19,-2.8843583269816726
1979-03-20,-3.8493210211032434
1979-03-21,-2.506187327315125
1979-03-22,-0.9885152677209916
1979-03-23,0.6513457507622356
1979-03-24,0.6676336521056072
1979-03-25,-0.7028099990472185
1979-03-26,-0.9507834829934865
1979-03-27,-2.0137946896436283
1979-03-28,-0.2785005895102515
1979-03-29,1.800538002572452
1979-03-30,-0.5195690620235851
1979-03-31,-1.7700257836318123
1979-04-01,-2.3318679437404235
1979-04-02,-0.1654599073456069
1979-04-03,0.24170978825272016
1979-04-04,-2.923833781916862
1979-04-05,-1.2197279022960537
1979-04-06,-1.0280892721035926
1979-04-07,0.23059707269442598
1979-04-08,1.6040564560309427
1979-04-09,2.1822359410728644
1979-04-10,2.0169941227611226
1979-04-11,5.559828744283607
1979-04-12,3.9865944466940455
1979-04-13,5.012859065358299
1979-04-14,2.863690632145641
1979-04-15,-0.6323346393863716
1979-04-16,0.14993941144251366
1979-04-17,-0.31922711628233813
1979-04-18,1.4299940155774138
1979-04-19,-3.9005936785441584
1979-04-20,-3.2531266375285313
1979-04-21,-0.6171776748284579
1979-04-22,-0.5437565501142814
1979-04-23,0.7389386432927338
1979-04-24,3.371249315215369
1979-04-25,1.7866012945408194
1979-04-26,3.049000809832357
1979-04-27,3.256195812690585
1979-04-28,5.8081644197789934
1979-04-29,-0.18339575790774632
1979-04-30,-0.39578589462650626
1979-05-01,-5.076456656107066
1979-05-02,-4.527439173256457
1979-05-03,-6.223857153915752
1979-05-04,-5.032709931164231
1979-05-05,-3.069456965748838
1979-05-06,-3.3331796041348944
1979-05-07,-0.7414601395769687
1979-05-08,1.7924588831459758
1979-05-09,0.22128861590130455
1979-05-10,-1.33298354730373
1979-05-11,-2.2556241663490795
1979-05-12,0.4946469190644045
1979-05-13,-0.07448417849657218
1979-05-14,0.655115788157385
1979-05-15,-5.272854837557173
1979-05-16,-6.077234928782403
1979-05-17,-5.804726205221048
1979-05-18,1.768962134384516
1979-05-19,3.8398809665586775
1979-05-20,1.5735125285822988
1979-05-21,-2.529718761909315
1979-05-22,-4.118019066787365
1979-05-23,-4.066239370950857
1979-05-24,-3.203038657583864
1979-05-25,-2.499611161394842
1979-05-26,-4.237205840320147
1979-05-27,-1.0693258145960662
1979-05-28,-2.782563446789279
1979-05-29,-5.604594756335771
1979-05-30,-5.035289783012601
1979-05-31,-5.0784349395007915
1979-06-01,-4.033963087128459
1979-06-02,-3.8232680902248823
1979-06-03,-2.7814767232755706
1979-06-04,-0.9503486447218386
1979-06-05,0.909535328934794
1979-06-06,0.32161150676444095
1979-06-07,2.0464173851943173
1979-06-08,-0.3170956495332007
1979-06-09,0.11803052948738113
1979-06-10,1.4134715010479688
1979-06-11,2.0212424673684772
1979-06-12,-0.9252669171589609
1979-06-13,-1.969296636814068
1979-06-14,0.36113296136619155
1979-06-15,-1.190368056878853
1979-06-16,-0.32792924090134434
1979-06-17,1.3395869557449984
1979-06-18,-0.40690813762390476
1979-06-19,1.4470872832507098
1979-06-20,0.4066776926924014
1979-06-21,-1.02117279797071
1979-06-22,1.3982606469130587
1979-06-23,1.0989232505239563
1979-06-24,-0.3529752405678863
1979-06-25,0.9241315143863815
1979-06-26,1.825695056450023
1979-06-27,2.509730939167248
1979-06-28,1.0240878965795943
1979-06-29,0.7020143090224344
1979-06-30,2.141043760718322
1979-07-01,1.4278820503048308
1979-07-02,2.3647670838890527
1979-07-03,0.45907548113562413
1979-07-04,0.05374294374042421
1979-07-05,0.7388457507621453
1979-07-06,0.42569014386427284
1979-07-07,2.6479483255525444
1979-07-08,3.3174698992472784
1979-07-09,0.6120010003810528
1979-07-10,0.2012318680925631
1979-07-11,-1.3357493330793062
1979-07-12,-1.5909109720370047
1979-07-13,-1.804578827648669
1979-07-14,-1.9442667147008734
1979-07-15,-1.6677825183403598
1979-07-16,-0.8910555211509532
1979-07-17,-0.42299298542305763
1979-07-18,-0.21848114758007497
1979-07-19,-0.3683038478944738
1979-07-20,-0.5089763362233661
1979-07-21,-0.2918439167302225
1979-07-22,-1.0369014088700794
1979-07-23,-1.1164489746094155
1979-07-24,-2.2662176364805973
1979-07-25,-0.3766601562500469
1979-07-26,0.799215772675268
1979-07-27,0.1088264279248854
1979-07-28,1.2757986673494308
1979-07-29,0.010398604230147157
1979-07-30,-0.7237263004954606
1979-07-31,0.3204147711032377
1979-08-01,0.6373780785536951
1979-08-02,0.3625829184927234
1979-08-03,-0.3708738745713056
1979-08-04,0.9094738471798394
1979-08-05,2.268875643102099
1979-08-06,2.655311398389827
1979-08-07,1.3672998940072034
1979-08-08,1.6370513171684031
1979-08-09,0.8466731373856362
1979-08-10,-0.5605099561738172
1979-08-11,-1.0942024044874579
1979-08-12,-0.5736328125000405
1979-08-13,-0.6876698563738906
1979-08-14,1.161180151962622
1979-08-15,-0.9368052412824248
1979-08-16,0.06378173828121803
1979-08-17,0.11281395888907042
1979-08-18,0.6775789586508836
1979-08-19,0.22153126786391653
1979-08-20,-0.23867113066885537
1979-08-21,-0.5097919743235835
1979-08-22,-0.6295862709603952
1979-08-23,-0.20233809308311024
1979-08-24,-0.3855881109470545
1979-08-25,0.5346422148913597
1979-08-26,-0.48646180687883955
1979-08-27,-0.6682514469798271
1979-08-28,0.532717076743495
1979-08-29,0.21531565596414737
1979-08-30,0.6852623916253542
1979-08-31,1.0833366580125485
1979-09-01,2.083747231088008
1979-09-02,2.3227280035251248
1979-09-03,1.4563430413966962
1979-09-04,0.03071155082886179
1979-09-05,-1.7685271472465907
1979-09-06,-0.8648695038586283
1979-09-07,-1.9761982243235678
1979-09-08,0.2668829196836704
1979-09-09,-0.42958671755908995
1979-09-10,-0.2210018995331673
